	ABC.id
65124	chr1:95560386-95560886_ALG14
65119	chr1:95576491-95576991_TMEM56
65127	chr1:95576491-95576991_ALG14
65103	chr1:95576491-95576991_ABCD3
65128	chr1:95579165-95579665_ALG14
65120	chr1:95579165-95579665_TMEM56
65130	chr1:95581122-95581622_ALG14
65114	chr1:95581122-95581622_RWDD3
65122	chr1:95581122-95581622_TMEM56
23464	chr1:100233947-100234447_SLC35A3
23509	chr1:100233947-100234447_FRRS1
23484	chr1:100233947-100234447_TRMT13
23493	chr1:100237097-100237597_DBT
23510	chr1:100237097-100237597_FRRS1
23522	chr1:100237097-100237597_AGL
23471	chr1:100237097-100237597_CDC14A
23502	chr1:100274234-100274734_RTCA
23482	chr1:100274234-100274734_PALMD
23472	chr1:100274234-100274734_CDC14A
23486	chr1:100274234-100274734_TRMT13
23524	chr1:100807989-100808489_AGL
23512	chr1:100807989-100808489_FRRS1
23503	chr1:100807989-100808489_RTCA
23732	chr1:100807989-100808489_SLC30A7
23718	chr1:100807989-100808489_DPH5
23495	chr1:100807989-100808489_DBT
23483	chr1:100807989-100808489_PALMD
23467	chr1:100807989-100808489_SLC35A3
23488	chr1:101251218-101251718_TRMT13
23726	chr1:101251218-101251718_EXTL2
23719	chr1:101251218-101251718_DPH5
23504	chr1:101251218-101251718_RTCA
23525	chr1:101251218-101251718_AGL
23496	chr1:101251218-101251718_DBT
23474	chr1:101251218-101251718_CDC14A
23475	chr1:101252399-101252899_CDC14A
23526	chr1:101252399-101252899_AGL
23469	chr1:101252399-101252899_SLC35A3
23489	chr1:101252399-101252899_TRMT13
23727	chr1:101252399-101252899_EXTL2
23720	chr1:101252399-101252899_DPH5
23497	chr1:101252399-101252899_DBT
23519	chr1:101584838-101585338_SASS6
23490	chr1:101584838-101585338_TRMT13
23499	chr1:101593902-101594402_DBT
23507	chr1:101593902-101594402_RTCA
23730	chr1:101723378-101723878_EXTL2
23737	chr1:101723378-101723878_SLC30A7
23724	chr1:101748967-101749467_DPH5
23731	chr1:101748967-101749467_EXTL2
23479	chr1:101748967-101749467_CDC14A
3263	chr11:267166-267666_ANO9
3203	chr11:267166-267666_POLR2L
3255	chr11:267166-267666_PKP3
3167	chr11:267166-267666_PDDC1
3247	chr11:267166-267666_AP2A2
3271	chr11:267166-267666_SIGIRR
3176	chr11:267166-267666_SLC25A22
3111	chr11:267166-267666_IFITM3
3185	chr11:267166-267666_RPLP2
3229	chr11:267166-267666_RIC8A
3194	chr11:267166-267666_CD151
3221	chr11:267166-267666_BET1L
3213	chr11:267166-267666_CHID1
3071	chr11:267166-267666_PNPLA2
3103	chr11:267166-267666_SIRT3
3295	chr11:267166-267666_IFITM1
3095	chr11:267166-267666_RASSF7
3287	chr11:267166-267666_PSMD13
3135	chr11:267166-267666_PTDSS2
3088	chr11:267989-268489_RASSF7
3296	chr11:267989-268489_TSPAN4
3112	chr11:267989-268489_LRRC56
3186	chr11:267989-268489_CD151
3195	chr11:267989-268489_POLR2L
3128	chr11:267989-268489_PTDSS2
3072	chr11:267989-268489_RNH1
3080	chr11:267989-268489_PHRF1
3104	chr11:267989-268489_IFITM3
3204	chr11:267989-268489_CHID1
3120	chr11:267989-268489_HRAS
3264	chr11:267989-268489_SIGIRR
3160	chr11:267989-268489_PDDC1
3256	chr11:267989-268489_ANO9
3168	chr11:267989-268489_SLC25A22
3288	chr11:267989-268489_IFITM1
3196	chr11:268678-269178_POLR2L
3153	chr11:268678-269178_TALDO1
3129	chr11:268678-269178_PTDSS2
3161	chr11:268678-269178_PDDC1
3056	chr11:268678-269178_DEAF1
3178	chr11:268678-269178_RPLP2
3169	chr11:268678-269178_SLC25A22
3145	chr11:268678-269178_EPS8L2
3187	chr11:268678-269178_CD151
3281	chr11:268678-269178_PSMD13
3257	chr11:268678-269178_ANO9
3273	chr11:268678-269178_IRF7
3205	chr11:268678-269178_CHID1
3231	chr11:268678-269178_B4GALNT4
3297	chr11:268678-269178_TSPAN4
3289	chr11:268678-269178_IFITM1
3290	chr11:335677-336177_IFITM1
3162	chr11:335677-336177_PDDC1
3224	chr11:335677-336177_RIC8A
3106	chr11:335677-336177_IFITM3
3065	chr11:335677-336177_PNPLA2
3098	chr11:335677-336177_SIRT3
3240	chr11:335677-336177_AP2A2
3170	chr11:335677-336177_SLC25A22
3114	chr11:335677-336177_LRRC56
3123	chr11:350756-351256_HRAS
3107	chr11:350756-351256_IFITM3
3058	chr11:350756-351256_DEAF1
3083	chr11:350756-351256_PHRF1
3299	chr11:350756-351256_TSPAN4
3291	chr11:350756-351256_IFITM1
3283	chr11:350756-351256_PSMD13
3251	chr11:350756-351256_PKP3
3241	chr11:350756-351256_AP2A2
3198	chr11:350756-351256_POLR2L
3099	chr11:350756-351256_SIRT3
3155	chr11:350756-351256_TALDO1
3189	chr11:350756-351256_CD151
3171	chr11:350756-351256_SLC25A22
3163	chr11:350756-351256_PDDC1
3147	chr11:350756-351256_EPS8L2
5600	chr11:353274-353774_TOLLIP
3132	chr11:353274-353774_PTDSS2
3292	chr11:353274-353774_IFITM1
3284	chr11:353274-353774_PSMD13
3140	chr11:353274-353774_TMEM80
3276	chr11:353274-353774_IRF7
3268	chr11:353274-353774_SIGIRR
3148	chr11:353274-353774_EPS8L2
3116	chr11:353274-353774_LRRC56
3252	chr11:353274-353774_PKP3
3242	chr11:353274-353774_AP2A2
3164	chr11:353274-353774_PDDC1
3124	chr11:353274-353774_HRAS
3218	chr11:353274-353774_BET1L
3260	chr11:353274-353774_ANO9
3208	chr11:353274-353774_CHID1
3092	chr11:353274-353774_RASSF7
3084	chr11:353274-353774_PHRF1
3133	chr11:356119-356619_PTDSS2
3235	chr11:356119-356619_B4GALNT4
3227	chr11:356119-356619_RIC8A
3219	chr11:356119-356619_BET1L
3141	chr11:356119-356619_TMEM80
3200	chr11:356119-356619_POLR2L
3173	chr11:356119-356619_SLC25A22
3165	chr11:356119-356619_PDDC1
3269	chr11:356119-356619_SIGIRR
3125	chr11:356119-356619_HRAS
3157	chr11:356119-356619_TALDO1
3293	chr11:356119-356619_IFITM1
3301	chr11:356119-356619_TSPAN4
3117	chr11:356119-356619_LRRC56
3060	chr11:356119-356619_DEAF1
3285	chr11:356119-356619_PSMD13
3109	chr11:356119-356619_IFITM3
3166	chr11:574092-574592_PDDC1
3175	chr11:574092-574592_SLC25A22
3184	chr11:574092-574592_RPLP2
3094	chr11:574092-574592_RASSF7
3294	chr11:574092-574592_IFITM1
3270	chr11:574092-574592_SIGIRR
3220	chr11:574092-574592_BET1L
3228	chr11:574092-574592_RIC8A
3236	chr11:574092-574592_B4GALNT4
3278	chr11:574092-574592_IRF7
3158	chr11:574092-574592_TALDO1
3262	chr11:574092-574592_ANO9
3110	chr11:574092-574592_IFITM3
3070	chr11:574092-574592_PNPLA2
3078	chr11:574092-574592_RNH1
3086	chr11:574092-574592_PHRF1
3102	chr11:574092-574592_SIRT3
3142	chr11:574092-574592_TMEM80
6909	chr11:574092-574592_MOB2
6933	chr11:1793690-1794190_TSSC4
3244	chr11:1793690-1794190_AP2A2
6931	chr11:1793690-1794190_CTSD
5602	chr11:1793690-1794190_TOLLIP
3211	chr11:1865733-1866233_CHID1
6941	chr11:1865733-1866233_MRPL23
6908	chr11:1865733-1866233_MOB2
6934	chr11:1865733-1866233_TSSC4
8072	chr11:2888814-2889314_ZNF195
6902	chr11:2888814-2889314_CD81
6942	chr11:2888814-2889314_MRPL23
8061	chr11:2888814-2889314_OSBPL5
8110	chr11:2888814-2889314_RHOG
8077	chr11:2888814-2889314_CARS
8066	chr11:2888814-2889314_CHRNA10
8093	chr11:2888814-2889314_CDKN1C
8098	chr11:2888814-2889314_PGAP2
8121	chr11:2888814-2889314_NAP1L4
6919	chr11:2888814-2889314_TSPAN32
6935	chr11:2888814-2889314_TSSC4
6926	chr11:2888814-2889314_C11orf21
8067	chr11:3079836-3080336_CHRNA10
6903	chr11:3079836-3080336_CD81
8099	chr11:3079836-3080336_PGAP2
8073	chr11:3079836-3080336_ZNF195
8111	chr11:3079836-3080336_RHOG
8122	chr11:3079836-3080336_NAP1L4
8078	chr11:3079836-3080336_CARS
6920	chr11:3079836-3080336_TSPAN32
8100	chr11:3189566-3190066_PGAP2
8106	chr11:3189566-3190066_STIM1
6914	chr11:3189566-3190066_ASCL2
8112	chr11:3189566-3190066_RHOG
6904	chr11:3189566-3190066_CD81
8079	chr11:3189566-3190066_CARS
8068	chr11:3189566-3190066_CHRNA10
6928	chr11:3189566-3190066_C11orf21
6921	chr11:3189566-3190066_TSPAN32
8085	chr11:3190421-3190921_SLC22A18
8080	chr11:3190421-3190921_CARS
8075	chr11:3190421-3190921_ZNF195
8069	chr11:3190421-3190921_CHRNA10
8113	chr11:3190421-3190921_RHOG
8213	chr11:3190421-3190921_RRM1
8101	chr11:3190421-3190921_PGAP2
8064	chr11:3190421-3190921_OSBPL5
8108	chr11:3282852-3283352_STIM1
8070	chr11:3282852-3283352_CHRNA10
8065	chr11:3282852-3283352_OSBPL5
8226	chr11:4680036-4680536_TRIM21
8224	chr11:4680036-4680536_TRIM6
8215	chr11:4680036-4680536_RRM1
8109	chr11:4680036-4680536_STIM1
8216	chr11:4680036-4680536_OR51I1
8229	chr11:5150547-5151047_TRIM68
8225	chr11:5150547-5151047_TRIM6
8422	chr11:6688980-6689480_ZNF215
8431	chr11:6688980-6689480_ILK
8419	chr11:6688980-6689480_TIMM10B
8416	chr11:6688980-6689480_RRP8
8437	chr11:6688980-6689480_TPP1
8413	chr11:6688980-6689480_ARFIP2
8425	chr11:6688980-6689480_MRPL17
8407	chr11:6688980-6689480_FAM160A2
8404	chr11:6688980-6689480_DNHD1
8428	chr11:6688980-6689480_SMPD1
8417	chr11:6711523-6712023_RRP8
8236	chr11:6711523-6712023_TRIM5
8426	chr11:6711523-6712023_MRPL17
8427	chr11:6715163-6715663_MRPL17
8409	chr11:6715163-6715663_FAM160A2
8415	chr11:6715163-6715663_ARFIP2
8430	chr11:6715163-6715663_SMPD1
8421	chr11:6715163-6715663_TIMM10B
8424	chr11:6715163-6715663_ZNF215
2925	chr11:8227781-8228281_TRIM66
3001	chr11:8227781-8228281_NRIP3
2958	chr11:8227781-8228281_RPL27A
8449	chr11:8227781-8228281_EIF3F
2984	chr11:9368656-9369156_ZNF143
2926	chr11:9368656-9369156_TRIM66
2917	chr11:9368656-9369156_SBF2
3018	chr11:9368656-9369156_IPO7
2959	chr11:9368656-9369156_RPL27A
3010	chr11:9368656-9369156_DENND5A
3019	chr11:9383986-9384486_IPO7
3003	chr11:9383986-9384486_NRIP3
2918	chr11:9383986-9384486_SBF2
2927	chr11:9383986-9384486_TRIM66
2986	chr11:9385771-9386271_ZNF143
3020	chr11:9385771-9386271_IPO7
3012	chr11:9385771-9386271_DENND5A
2919	chr11:9385771-9386271_SBF2
3004	chr11:9385771-9386271_NRIP3
2909	chr11:9551578-9552078_SBF2
2962	chr11:9551578-9552078_AKIP1
3005	chr11:9551578-9552078_DENND5A
2980	chr11:9573340-9573840_ZNF143
3006	chr11:9573340-9573840_DENND5A
3014	chr11:9573340-9573840_IPO7
2988	chr11:9573340-9573840_TMEM9B
2910	chr11:9573340-9573840_SBF2
2930	chr11:9573340-9573840_WEE1
2931	chr11:9587491-9587991_WEE1
2955	chr11:9587491-9587991_RPL27A
2973	chr11:9587491-9587991_TMEM41B
2989	chr11:9587491-9587991_TMEM9B
2922	chr11:9587491-9587991_TRIM66
2939	chr11:9587491-9587991_SWAP70
2947	chr11:9587491-9587991_AMPD3
2964	chr11:9587491-9587991_AKIP1
2990	chr11:9588180-9588680_TMEM9B
2974	chr11:9588180-9588680_TMEM41B
2999	chr11:9588180-9588680_NRIP3
3016	chr11:9588180-9588680_IPO7
2932	chr11:9588180-9588680_WEE1
3023	chr11:9588180-9588680_RNF141
2923	chr11:9588180-9588680_TRIM66
2948	chr11:9588180-9588680_AMPD3
3009	chr11:9673724-9674224_DENND5A
2933	chr11:9673724-9674224_WEE1
2924	chr11:9673724-9674224_TRIM66
3000	chr11:9673724-9674224_NRIP3
2991	chr11:9673724-9674224_TMEM9B
2983	chr11:9673724-9674224_ZNF143
2975	chr11:9673724-9674224_TMEM41B
3045	chr11:10757213-10757713_CTR9
2950	chr11:10757213-10757713_AMPD3
2914	chr11:10757213-10757713_SBF2
3026	chr11:10764292-10764792_RNF141
3043	chr11:10764292-10764792_EIF4G2
3049	chr11:10764292-10764792_ZBED5
3046	chr11:10764292-10764792_CTR9
2915	chr11:10764292-10764792_SBF2
2951	chr11:10764292-10764792_AMPD3
2952	chr11:10941734-10942234_AMPD3
3305	chr11:11836305-11836805_MICALCL
3053	chr11:11836305-11836805_USP47
3309	chr11:11836305-11836805_MICAL2
3054	chr11:12599583-12600083_USP47
3310	chr11:12599583-12600083_MICAL2
3308	chr11:12599583-12600083_TEAD1
65358	chr11:14443763-14444263_CYP2R1
65354	chr11:14443763-14444263_RRAS2
65352	chr11:14443763-14444263_PSMA1
3334	chr11:14443763-14444263_BTBD10
65353	chr11:14916463-14916963_PSMA1
65355	chr11:14916463-14916963_RRAS2
65359	chr11:14916463-14916963_CYP2R1
3408	chr11:18405643-18406143_UEVLD
3410	chr11:18405643-18406143_ZDHHC13
3407	chr11:18405643-18406143_LDHA
3411	chr11:18405643-18406143_SPTY2D1
3401	chr11:18405643-18406143_TSG101
3400	chr11:18405643-18406143_KCNJ11
3409	chr11:18405643-18406143_SAAL1
3406	chr11:20149727-20150227_E2F8
64981	chr11:20149727-20150227_PRMT3
64980	chr11:20149727-20150227_HTATIP2
3623	chr11:32407465-32407965_QSER1
3745	chr11:32407465-32407965_TCP11L1
63065	chr11:32407465-32407965_PAX6
3645	chr11:32407465-32407965_HIPK3
63068	chr11:32407465-32407965_IMMP1L
3638	chr11:33920426-33921307_HIPK3
3661	chr11:33920426-33921307_DEPDC7
3668	chr11:33920426-33921307_CAT
3622	chr11:33934217-33934717_QSER1
3647	chr11:33934217-33934717_FBXO3
3732	chr11:33934217-33934717_CSTF3
3740	chr11:33934217-33934717_TCP11L1
3625	chr11:33934217-33934717_CD59
3605	chr11:33934217-33934717_LMO2
3648	chr11:33954253-33954753_FBXO3
3670	chr11:33954253-33954753_CAT
3606	chr11:33954253-33954753_LMO2
3640	chr11:33954253-33954753_HIPK3
3746	chr11:33954253-33954753_PDHX
3741	chr11:33954253-33954753_TCP11L1
3742	chr11:33958750-33959250_TCP11L1
3641	chr11:33958750-33959250_HIPK3
3671	chr11:33958750-33959250_CAT
3607	chr11:33958750-33959250_LMO2
3692	chr11:33958750-33959250_NAT10
3767	chr11:33963074-33963574_APIP
3693	chr11:33963074-33963574_NAT10
3714	chr11:33963074-33963574_CAPRIN1
3608	chr11:33963074-33963574_LMO2
3743	chr11:33963074-33963574_TCP11L1
3665	chr11:33963074-33963574_DEPDC7
3650	chr11:33963074-33963574_FBXO3
3672	chr11:33963074-33963574_CAT
3666	chr11:33966247-33966747_DEPDC7
3768	chr11:33966247-33966747_APIP
3736	chr11:33966247-33966747_CSTF3
3609	chr11:33966247-33966747_LMO2
3715	chr11:33966247-33966747_CAPRIN1
3749	chr11:33966247-33966747_PDHX
3673	chr11:33966247-33966747_CAT
3651	chr11:33966247-33966747_FBXO3
3694	chr11:33966247-33966747_NAT10
3737	chr11:34066396-34066896_CSTF3
3750	chr11:34066396-34066896_PDHX
3644	chr11:34066396-34066896_HIPK3
3652	chr11:34066396-34066896_FBXO3
3769	chr11:34066396-34066896_APIP
3630	chr11:34066396-34066896_CD59
3716	chr11:34066396-34066896_CAPRIN1
3674	chr11:34066396-34066896_CAT
3611	chr11:34392939-34393439_LMO2
3751	chr11:34392939-34393439_PDHX
3631	chr11:34392939-34393439_CD59
3770	chr11:34392939-34393439_APIP
3717	chr11:34392939-34393439_CAPRIN1
3675	chr11:34392939-34393439_CAT
3653	chr11:34392939-34393439_FBXO3
3771	chr11:34448376-34449330_APIP
3676	chr11:34448376-34449330_CAT
3612	chr11:34448376-34449330_LMO2
3719	chr11:34621068-34621568_CAPRIN1
3698	chr11:34621068-34621568_NAT10
3677	chr11:34621068-34621568_CAT
3772	chr11:34621068-34621568_APIP
3613	chr11:34621068-34621568_LMO2
3699	chr11:34621742-34622242_NAT10
3754	chr11:34621742-34622242_PDHX
3720	chr11:34621742-34622242_CAPRIN1
3773	chr11:34621742-34622242_APIP
3614	chr11:34621742-34622242_LMO2
3656	chr11:34621742-34622242_FBXO3
3774	chr11:34625103-34625603_APIP
3700	chr11:34625103-34625603_NAT10
3679	chr11:34625103-34625603_CAT
3635	chr11:34625103-34625603_CD59
3721	chr11:34625103-34625603_CAPRIN1
3755	chr11:34625103-34625603_PDHX
3680	chr11:34640483-34640983_CAT
3636	chr11:34640483-34640983_CD59
3701	chr11:34640483-34640983_NAT10
3658	chr11:34640483-34640983_FBXO3
3722	chr11:34640483-34640983_CAPRIN1
3756	chr11:34640483-34640983_PDHX
3616	chr11:34640483-34640983_LMO2
3775	chr11:34640483-34640983_APIP
3776	chr11:34748676-34749176_APIP
3637	chr11:34748676-34749176_CD59
3757	chr11:34748676-34749176_PDHX
3723	chr11:34748676-34749176_CAPRIN1
3801	chr11:34748676-34749176_TRIM44
3702	chr11:34748676-34749176_NAT10
3681	chr11:34748676-34749176_CAT
3659	chr11:34748676-34749176_FBXO3
3617	chr11:34748676-34749176_LMO2
3703	chr11:34779742-34780242_NAT10
3618	chr11:34779742-34780242_LMO2
3778	chr11:34831109-34831609_APIP
3803	chr11:34831109-34831609_TRIM44
3683	chr11:34831109-34831609_CAT
3804	chr11:34847610-34848110_TRIM44
3727	chr11:35051382-35051882_CAPRIN1
3761	chr11:35051382-35051882_PDHX
3706	chr11:35051382-35051882_NAT10
3805	chr11:35051382-35051882_TRIM44
3781	chr11:35052201-35052701_APIP
3762	chr11:35052201-35052701_PDHX
3806	chr11:35052201-35052701_TRIM44
3810	chr11:35052201-35052701_LDLRAD3
3687	chr11:35058157-35058657_CAT
3708	chr11:35058157-35058657_NAT10
3782	chr11:35058157-35058657_APIP
3807	chr11:35058157-35058657_TRIM44
3688	chr11:35061646-35062146_CAT
3764	chr11:35061646-35062146_PDHX
3945	chr11:44354747-44355247_HSD17B12
3923	chr11:44354747-44355247_C11orf96
3930	chr11:44354747-44355247_TTC17
3960	chr11:44527087-44527587_ALKBH3
3924	chr11:44527087-44527587_C11orf96
3953	chr11:44527087-44527587_EXT2
3925	chr11:44544971-44545471_C11orf96
3947	chr11:44544971-44545471_HSD17B12
3933	chr11:44544971-44545471_CD82
3961	chr11:44544971-44545471_ALKBH3
3962	chr11:44549503-44550003_ALKBH3
3934	chr11:44549503-44550003_CD82
3963	chr11:44551851-44552351_ALKBH3
3935	chr11:44551851-44552351_CD82
3942	chr11:44551851-44552351_ACCS
3956	chr11:44551851-44552351_EXT2
3927	chr11:44551851-44552351_C11orf96
3964	chr11:44552639-44553139_ALKBH3
3950	chr11:44552639-44553139_HSD17B12
3928	chr11:44552639-44553139_C11orf96
3957	chr11:44552639-44553139_EXT2
3936	chr11:44552639-44553139_CD82
3929	chr11:44563819-44564319_C11orf96
3965	chr11:44563819-44564319_ALKBH3
3958	chr11:44563819-44564319_EXT2
4089	chr11:45855887-45856387_MAPK8IP1
4096	chr11:45855887-45856387_CRY2
4138	chr11:45855887-45856387_CREB3L1
4181	chr11:46264746-46265246_SLC35C1
4090	chr11:46264746-46265246_MAPK8IP1
4220	chr11:46264746-46265246_C11orf49
4167	chr11:46264746-46265246_ATG13
4229	chr11:46264746-46265246_ARFGAP2
4153	chr11:46264746-46265246_CKAP5
4139	chr11:46264746-46265246_CREB3L1
4132	chr11:46264746-46265246_DGKZ
4125	chr11:46264746-46265246_PHF21A
4104	chr11:46264746-46265246_MDK
4097	chr11:46264746-46265246_CRY2
4147	chr11:46269060-46269560_ZNF408
4105	chr11:46269060-46269560_MDK
4221	chr11:46269060-46269560_C11orf49
4175	chr11:46269060-46269560_HARBI1
4133	chr11:46269060-46269560_DGKZ
4126	chr11:46269060-46269560_PHF21A
4230	chr11:46269060-46269560_ARFGAP2
4162	chr11:46270131-46270631_ARHGAP1
4092	chr11:46270131-46270631_MAPK8IP1
4155	chr11:46270131-46270631_CKAP5
4231	chr11:46270131-46270631_ARFGAP2
4113	chr11:46270131-46270631_AMBRA1
4106	chr11:46270131-46270631_MDK
4183	chr11:46270131-46270631_SLC35C1
4134	chr11:46270131-46270631_DGKZ
4263	chr11:46270131-46270631_ACP2
4222	chr11:46270131-46270631_C11orf49
4093	chr11:46271066-46271566_MAPK8IP1
4177	chr11:46271066-46271566_HARBI1
4114	chr11:46271066-46271566_AMBRA1
4149	chr11:46271066-46271566_ZNF408
4107	chr11:46271066-46271566_MDK
4135	chr11:46271066-46271566_DGKZ
