	Significant	y_pred	ABC.Score	distance
268	0	0	0.000726	0.07947931790672508
269	0	0	0.000507	0.07653202276803757
270	0	0	0.000379	0.07595392252625507
271	0	0	0.000656	0.07981568069299115
272	0	0	0.000396	0.07725729950741558
273	0	0	0.000405	0.07791513912000796
274	0	0	0.000654	0.0780839164089269
275	0	0	0.000794	0.07724267746074667
276	0	0	0.009116	0.08628211497863421
277	0	1	0.037611	0.11541679626273196
278	0	0	0.006263	0.08466455489095051
279	0	0	0.006795	0.08830836887642762
280	0	0	0.001913	0.07974263659539986
281	0	0	0.003467	0.07871987531053229
282	0	0	0.006962	0.08114917202265333
283	0	0	0.003681	0.07448744631009015
284	0	0	0.003835	0.07549655633012003
285	0	0	0.002765	0.07651312871938225
286	0	0	0.003768	0.08090071155216083
287	0	0	0.005309	0.07862746810123404
288	0	0	0.001878	0.07459117878436244
289	0	0	0.001912	0.07526565986684419
290	0	0	0.001752	0.08056032109990047
291	0	0	0.00089	0.08187062301554751
292	0	0	0.002069	0.08029604765996788
293	0	0	0.001273	0.0834187107643522
294	0	0	0.000812	0.07748118265706974
295	0	0	0.000307	0.07249850033245525
296	0	0	0.005007	0.08312497623316205
297	0	0	0.004008	0.07246593124919296
298	0	0	0.005007	0.08316109229509422
299	0	0	0.001819	0.07311834497942139
300	0	0	0.006127	0.07327466723410608
301	0	0	0.019427	0.08220581552805263
302	0	0	0.005071	0.07295017881373109
303	0	0	0.019428	0.08217511449802085
304	0	0	0.012459	0.07796658941663008
305	0	0	0.00339	0.07298617519639952
306	0	0	0.010668	0.0819669106715347
307	0	0	0.008662	0.08483245786580668
308	0	0	0.003337	0.07760522994294862
309	0	0	0.005718	0.08869829006785705
310	0	0	0.003531	0.0798784757861935
311	0	0	0.00522	0.08136194120628987
312	0	0	0.020174	0.08956050241071212
313	0	0	0.0101	0.07255730776486059
314	0	1	0.022587	0.08007079179196323
315	0	0	0.021071	0.09015157625292317
316	0	0	0.009104	0.07740921715420272
317	0	0	0.006506	0.07253497032032626
318	0	0	0.006506	0.07253023878636956
319	0	0	0.005717	0.08180315146057626
320	0	0	0.00538	0.07253024419724048
321	0	0	0.00538	0.07252551752568066
322	0	0	0.017424	0.09026047101341646
323	0	0	0.008441	0.08597960691020906
324	0	0	0.007211	0.0803679163326908
325	0	0	0.003346	0.07249728068706301
326	0	0	0.004992	0.08915447813047388
327	0	0	0.002361	0.09028932255539295
328	0	0	0.001266	0.07983807653900184
329	0	0	0.000999	0.07867821965745107
330	0	0	0.000664	0.07656737765023736
331	0	0	0.003311	0.07895758127872311
332	0	0	0.001016	0.0724637575096826
333	0	0	0.00259	0.07795781607447681
334	0	0	0.001526	0.07671465639951844
335	0	0	0.000623	0.07607721618959339
336	1	0	0.008502	0.0777830138792243
337	0	0	0.00265	0.07592326805830686
338	0	0	0.004503	0.07696892637231798
339	0	0	0.002017	0.07473009647949909
340	0	0	0.00143	0.07420280472179903
341	0	0	0.009156	0.0999170446794389
342	0	0	0.002305	0.07934977574697094
343	0	0	0.00138	0.0729908296607302
344	0	0	0.000875	0.07263610514823134
345	0	0	0.001025	0.07622767829408865
346	0	0	0.001462	0.07549422900514172
347	0	0	0.000682	0.07277334163525417
348	0	0	0.001403	0.07588853521142531
349	0	0	0.0029	0.08106006455883923
350	0	0	0.005715	0.08044026056868331
351	0	0	0.002639	0.07389901557511559
352	0	1	0.049012	0.12465803810705078
353	0	0	0.001415	0.07259976124727487
354	0	0	0.002019	0.08308398314663346
355	0	0	0.001091	0.07469001339944704
356	0	0	0.001176	0.07354929686520942
357	0	0	0.006526	0.0788396863982403
358	0	0	0.005888	0.08025466194549573
359	0	0	0.001451	0.07490360072838882
360	0	0	0.004181	0.07695782543404082
361	0	0	0.00253	0.07245600977976915
362	0	0	0.003466	0.07293065278896822
363	0	0	0.003474	0.07273316701285036
364	0	0	0.00225	0.0725851612760511
365	0	0	0.004526	0.07261865847056043
366	0	0	0.002927	0.07397430289529307
367	0	0	0.009903	0.08703370817382172
368	0	0	0.002635	0.0742688596477467
369	0	0	0.002927	0.07397448706877488
370	0	0	0.003311	0.07579626734721437
371	0	0	0.021107	0.08884227073117963
372	0	0	0.003094	0.07373047597780336
373	0	0	0.002715	0.07405547183135364
374	0	1	0.027569	0.09194564970553064
375	0	0	0.002829	0.0728100147641865
376	0	0	0.00225	0.07350905802890209
377	0	0	0.005217	0.07647302716768327
378	0	0	0.002993	0.07303278000413949
379	0	0	0.007538	0.07659991582444524
380	0	0	0.003436	0.0739054808321323
381	0	0	0.020674	0.09395471604892289
382	0	0	0.013611	0.08035231406356136
383	0	0	0.003477	0.07346753135709969
384	0	0	0.005106	0.07343709525643642
385	0	0	0.00317	0.07364191259386088
386	0	0	0.004075	0.07540392098128433
387	0	0	0.012259	0.08266359787069501
388	0	0	0.004436	0.07471037626864502
389	1	1	0.144472	0.11943975508757318
390	0	0	0.003436	0.07357531914907821
391	0	0	0.008196	0.07535715384755907
392	0	0	0.004072	0.07480938857828355
393	0	1	0.025585	0.08853255112654441
394	0	0	0.002727	0.07436025149197949
395	0	0	0.002229	0.0753914057180505
396	0	0	0.00422	0.07480207844578468
397	0	0	0.003334	0.07520333417894891
398	0	0	0.001949	0.07347387690811547
399	0	0	0.003335	0.07520208087551507
400	0	0	0.002729	0.07596580075931357
401	0	0	0.004775	0.07485723131740958
402	0	0	0.006761	0.0846973530196344
403	0	0	0.005829	0.08164347916748524
404	0	0	0.010732	0.08699036501656449
405	0	0	0.005074	0.08091227285713187
406	0	0	0.002345	0.0752847866942315
407	0	0	0.003194	0.07383717466932249
408	0	0	0.004392	0.07402598746344227
409	0	0	0.002314	0.07519476682116949
410	0	0	0.003417	0.07445596902584062
411	0	0	0.000507	0.07347806780559932
412	0	0	0.000993	0.07440994962285376
413	0	0	0.000669	0.07482554477273858
414	0	0	0.000606	0.07511891366693832
415	0	0	0.005324	0.08913526129773049
416	0	0	0.000832	0.07504800444812616
417	0	0	0.002607	0.08387393252243021
418	0	0	0.000603	0.07382570782565386
419	0	0	0.00068	0.07423037424001706
420	0	0	0.000832	0.07504921900244399
421	0	0	0.00159	0.0884025801252342
422	0	0	0.000971	0.07363948859969852
423	0	0	0.000926	0.07445948898551104
424	0	0	0.000577	0.0753535889685071
425	0	0	0.001397	0.08046666068723733
426	0	0	0.000541	0.07420691362449519
427	0	0	0.000606	0.07358444365792453
428	0	0	0.000911	0.07392293219686001
429	0	0	0.00159	0.07658304507584796
430	0	0	0.001214	0.07440646562496077
431	0	0	0.001164	0.07465863030535543
432	0	0	0.001493	0.07419972631929064
433	0	0	0.001269	0.0760133625130188
434	0	0	0.00141	0.07376350407143151
435	0	0	0.000981	0.07611995534742169
436	0	0	0.003746	0.07979126277848364
437	0	0	0.002617	0.07450058977094219
438	0	0	0.001727	0.07515182377449613
439	0	0	0.001526	0.07397292550327941
440	0	0	0.000963	0.07457640070096519
441	0	0	0.009912	0.10167270207327052
442	0	0	0.00147	0.0769343279339204
443	0	0	0.00371	0.08094181680445627
444	0	0	0.000981	0.07611966989822695
445	0	0	0.001102	0.07541427717910472
446	0	0	0.001742	0.07268647662193957
447	0	0	0.000998	0.07403323149168933
448	0	0	0.00096	0.07494785448527737
449	0	0	0.000851	0.07391642137224448
450	0	0	0.000974	0.07444379934199939
451	0	0	0.001403	0.07636686757295368
452	0	0	0.003659	0.07903312075403844
453	0	0	0.000898	0.07409376514168838
454	0	0	0.002617	0.07449950475881538
455	0	0	0.005143	0.07833671831006525
456	0	0	0.005926	0.08451429621307624
457	0	0	0.001127	0.07495772528778294
458	0	0	0.002172	0.07702071642202396
459	0	0	0.004213	0.08176328005266309
460	0	0	0.002736	0.08046033398127608
461	0	0	0.002085	0.07691193840995066
462	0	0	0.004618	0.0821061238519512
463	0	0	0.003665	0.08141829738487089
464	0	0	0.003305	0.08113565479264573
465	0	0	0.007658	0.09094563202251396
466	0	0	0.003102	0.07909884312712159
467	0	0	0.002507	0.07808451835316371
468	0	0	0.001837	0.07766891950294606
469	0	0	0.002545	0.07820894415116204
470	0	0	0.002377	0.07999857359821858
471	0	0	0.004825	0.0827516457802206
472	0	0	0.003315	0.08029247598999713
473	0	0	0.00184	0.07866833682391655
474	0	0	0.001204	0.07255909336027229
475	0	0	0.001501	0.07535493039274797
476	0	0	0.001204	0.07255981214929345
477	0	0	0.001487	0.075121406502564
478	0	0	0.00133	0.07645209457936235
479	0	0	0.001301	0.07710220704918941
480	0	0	0.000521	0.07300798800511239
481	0	0	0.000988	0.07382515091630808
482	0	0	0.004469	0.0898420846944511
483	0	0	0.004284	0.09105611414884966
484	0	0	0.002471	0.08852242528728348
485	0	0	0.001675	0.07844670936333302
486	0	0	0.000784	0.07340414388474835
487	0	0	0.003487	0.09286609773392904
488	0	0	0.005988	0.09776185415282836
489	0	0	0.002023	0.08763478825621927
490	0	0	0.001538	0.08385262865353622
491	0	0	0.002185	0.08607722008937854
492	0	0	0.000654	0.07243120299181477
493	0	0	0.000884	0.07364262698224104
494	0	0	0.002913	0.09576710036491469
495	0	0	0.002806	0.08639281253768218
496	0	0	0.002035	0.08927910517788822
497	0	0	0.000713	0.07372556567806628
498	0	0	0.001101	0.07388941735341613
499	0	0	0.000735	0.07427766593255378
500	0	0	0.00204	0.07968997249124225
501	0	0	0.000964	0.07270788689458345
502	0	0	0.001435	0.07914235229157349
503	0	0	0.001125	0.07354182673942612
504	0	0	0.000998	0.0733883011414751
505	0	0	0.000772	0.0728281145886811
506	0	0	0.011205	0.09851307031200632
507	0	0	0.000772	0.07282825888801413
508	0	0	0.000718	0.0743434884530432
509	0	0	0.000908	0.07351318679345026
510	0	0	0.000755	0.07354918910361764
511	0	0	0.010165	0.0906900627662954
512	0	0	0.001501	0.08188943219305143
513	0	0	0.00303	0.07992761807574848
514	0	0	0.001808	0.0783471111063016
515	0	0	0.001463	0.07383473457463367
516	0	0	0.001575	0.07330659085224789
517	0	0	0.001118	0.0728172473542295
518	0	0	0.001081	0.07262571318221736
519	0	0	0.001066	0.07267799277900294
520	0	0	0.001243	0.07300762201870814
521	0	0	0.001534	0.07348121342913459
522	0	0	0.001494	0.07241633666963834
523	0	0	0.005665	0.08588704184581743
524	0	0	0.001263	0.07415633756308737
525	0	0	0.001095	0.07362776387083922
526	0	0	0.001426	0.07480614800330833
527	0	0	0.002855	0.08056441191700098
528	0	0	0.001371	0.07463771336809144
529	0	0	0.001271	0.07375924237423717
530	0	0	0.001269	0.07747080663334398
531	0	0	0.001364	0.07684354637061232
532	0	0	0.001022	0.07603483759025575
533	0	0	0.001434	0.07640728281999466
534	0	0	0.003203	0.08253686418673067
535	0	0	0.001232	0.07579236201761731
536	0	0	0.000834	0.07718756973595327
537	0	0	0.002346	0.07935428895658816
538	0	0	0.001434	0.07642429398373725
539	0	0	0.005131	0.08460716875641856
540	0	0	0.001522	0.07712908896189347
541	0	0	0.00106	0.0723816901723023
542	0	0	0.000272	0.07256491769469528
543	0	0	0.000431	0.07595932727938477
544	0	0	0.000303	0.07683961043962052
545	0	0	0.000615	0.08320997484767773
546	0	0	0.000347	0.0776299040956908
547	0	0	0.001295	0.07872200527630292
548	0	0	0.002436	0.08977908540773327
549	0	0	0.002589	0.08674189023700925
550	0	0	0.003163	0.08863080734211183
551	0	0	0.017569	0.09709230002623052
552	0	0	0.005074	0.07739180168260607
553	0	1	0.040565	0.10256050294784123
554	0	0	0.003181	0.07815167999805891
555	0	0	0.003059	0.07690720287150714
556	0	0	0.003817	0.07834565278072801
557	0	0	0.002198	0.07392913814412118
558	1	1	0.075963	0.1174784323563501
559	0	0	0.006475	0.0868092124829525
560	0	0	0.002198	0.07392970736674018
561	0	0	0.014789	0.09918611599838324
562	0	0	0.003396	0.0742561922099417
563	0	0	0.004821	0.08394491147937376
564	0	0	0.007505	0.08730361094017886
565	0	0	0.002839	0.07326559779769214
566	0	0	0.006427	0.08650568387979593
567	0	0	0.002913	0.07659167400390166
568	0	0	0.001733	0.07278398604327344
569	0	0	0.002804	0.07384313347902201
570	0	0	0.001941	0.07526205481458939
571	0	0	0.002559	0.07466896949211307
572	0	0	0.003161	0.07249069912324138
573	0	0	0.00321	0.0745973307876336
574	0	0	0.002275	0.077254716977985
575	0	0	0.003218	0.07467953548390507
576	0	0	0.006987	0.08621423716336771
577	0	0	0.001474	0.07571415401301043
578	0	0	0.005356	0.08780764125495984
579	0	0	0.00205	0.07365977718991214
580	0	1	0.040565	0.10256234205687316
581	0	0	0.003747	0.07548642886197424
582	0	0	0.002906	0.07337721695920779
583	0	0	0.005436	0.08500372257359176
584	1	0	0.00205	0.07365948073132488
585	0	0	0.001464	0.07957189188834977
586	0	0	0.001077	0.07855695685538913
587	0	0	0.001963	0.08313047859581862
588	0	0	0.001066	0.07635589558408407
589	0	0	0.001605	0.07582403499317661
590	0	0	0.000898	0.08124393146042462
591	0	0	0.001198	0.08367220316436813
592	0	0	0.000955	0.07680225830113038
593	0	0	0.000927	0.07742588030488429
594	0	0	0.000695	0.07471951889959569
595	0	0	0.001227	0.07559140959076859
596	0	0	0.0008	0.07494960342942937
597	0	0	0.000496	0.07461496675813897
598	0	0	0.00066	0.0728598181546862
599	0	0	0.000807	0.07423238761103712
600	0	0	0.002036	0.07993586305516469
601	0	0	0.000695	0.07471988874768833
602	0	0	0.000839	0.0748497077324103
603	1	0	0.000837	0.07690011441380297
604	0	0	0.00093	0.07462904424224304
605	0	0	0.001057	0.07601031171182465
606	0	0	0.000613	0.0748097127544603
607	0	0	0.001456	0.07869513190103389
608	0	0	0.000849	0.0800454595541062
609	0	0	0.001581	0.07255828757891897
610	0	0	0.001673	0.07917373389463178
611	0	0	0.001073	0.07547453593584727
612	0	0	0.00089	0.07356132099948494
613	0	0	0.001036	0.0762230959534883
614	0	0	0.000661	0.08093718769892677
615	0	0	0.000601	0.07575087668902555
616	0	0	0.000741	0.08053788811385643
617	0	0	0.000914	0.07505875266635895
618	0	0	0.000772	0.0779716280397762
619	0	0	0.003499	0.08588367545121466
620	0	0	0.000525	0.07362716812649289
621	0	0	0.00214	0.08591572910339636
622	0	0	0.003653	0.08846546333947687
623	0	0	0.002821	0.0870322354484421
624	0	0	0.002339	0.08527637756599102
625	0	0	0.000452	0.07292600514800722
626	0	0	0.000501	0.07376327151642324
627	0	0	0.000706	0.07480538634343797
628	0	0	0.001927	0.088033342035024
629	0	0	0.000507	0.07369263349687662
630	0	0	0.000456	0.07257880815061249
631	0	0	0.00055	0.0741944084705909
632	0	0	0.002338	0.085544113160249
633	0	0	0.000331	0.07318163323886384
634	0	0	0.005331	0.10348330042372574
635	0	0	0.001556	0.07895854659757513
636	0	0	0.000331	0.07316877820566743
637	0	0	0.000535	0.07445859245579053
638	0	0	0.000452	0.07419394565692687
639	0	0	0.001706	0.08235587256828884
640	0	0	0.000834	0.07541292944720536
641	0	0	0.000457	0.07379266361743239
642	0	0	0.000583	0.07590492790335891
643	0	0	0.00064	0.07412596036290732
644	0	0	0.000452	0.07420479495460357
645	0	0	0.000834	0.07543169197050689
646	0	0	0.001927	0.08802629735290714
647	0	0	0.001101	0.0801173470929127
648	0	0	0.000801	0.07537651176244806
649	0	0	0.000348	0.07386777124877632
650	0	0	0.002237	0.09382817746365166
651	0	0	0.001598	0.08558637575088784
652	1	0	0.006858	0.11110651693499071
653	0	0	0.001549	0.07545150450447216
654	0	0	0.001223	0.07635601523722131
655	0	0	0.001223	0.07392405464792609
656	0	0	0.002279	0.07399842376524793
657	0	0	0.00157	0.07723751405458386
658	0	1	0.024726	0.10309116002184358
659	0	0	0.00293	0.09165653324388646
660	0	0	0.001373	0.07488917864788307
661	0	0	0.001681	0.07664982648959406
662	0	0	0.001754	0.07349793906585762
663	0	0	0.0019	0.07323572152988335
664	0	0	0.002391	0.08342711377102298
665	0	0	0.006297	0.09745216030420142
666	0	0	0.0028	0.09003402803909037
667	0	0	0.001338	0.07378944550797097
668	0	0	0.002265	0.0760669240781179
669	0	0	0.019191	0.10129392855503853
670	0	0	0.001549	0.07349929834612634
671	0	0	0.002234	0.08253064180093896
672	0	0	0.001896	0.07916238689015319
673	0	0	0.001085	0.07268464655023342
674	0	0	0.001882	0.07284348172736119
675	0	0	0.002696	0.08110897850461446
676	0	0	0.002268	0.07246308026028506
677	0	0	0.001197	0.0732736254822947
678	0	0	0.002229	0.07796256852666789
679	0	0	0.000351	0.08149289486536149
680	0	0	0.000466	0.07834582846137202
681	0	0	0.000591	0.08218777567009998
682	0	0	0.000959	0.08041354802215404
683	0	0	0.000621	0.08004384858612132
684	0	0	0.000838	0.07928507656025739
685	0	0	0.001419	0.09280857284609485
686	0	0	0.00047	0.07563650246970352
687	0	0	0.000452	0.0758930184770646
688	0	0	0.000452	0.07591340193802572
689	0	0	0.000327	0.07976331920420704
690	0	0	0.000462	0.0757837490092412
691	0	0	0.000653	0.07640832243278135
692	0	0	0.004161	0.09916967435022656
693	0	0	0.000592	0.0742400290019658
694	0	0	0.001049	0.07983205836841696
695	0	0	0.001163	0.08086708884073977
696	0	0	0.000988	0.07310315444168755
697	0	0	0.002613	0.0836359158062167
